id	group	english	Part of Speech: n=noun, v=verb, adj=adjective, adv=adverb, phrase=phrase	comments for translator	Wiktionary	arabic	arabic_comments	bengali	bengali_comments	 chinese_simplified	 chinese_simplified_comments	 chinese_traditional	 chinese_traditional_comments	czech	czech_comments	 danish	danish_comments	 dutch	dutch_comments	 farsi/persian	farsi_comments	 finnish	finnish_comments	 french	french_comments	 german	german_comments	 greek	greek_comments	 hebrew	hebrew_comments	 hindi	hindi_comments	hungarian	hungarian_comments	indonesian	indonesian_comments	 italian	italian_comments	 japanese	 japanese_comments	jaVanese	javanese_comments	 korean	 korean_comments	malay	malay_comments	norwegian	norwegian_comments	 polish	 polish_comments	 portuguese	 portuguese_comments	 portuguese_br	 portuguese_br_comments	 russian	 russian_comments	 spanish	 spanish_comments	 swedish	 swedish_comments	thai	thai_comments	 turkish	turkish_comments	vietnamese	vietnamese_comments	sentinel/internal_id
1002930	Common Nouns	eye	n		http://en.wiktionary.org/wiki/eye#Translations	عين 		চোখ 		眼睛		眼睛		oko 		øje 		oog		چشم 		silmä 		œil		Auge		μάτι 		עין 		आंख 		szem 		mata 		occhio		目		mata 		눈 		mata 		eye 		oko 		olho		olho		глаз		ojo		öga 		ตา 		göz		mắt		1000519
1002940	Common Nouns	family	n		http://en.wiktionary.org/wiki/family#Translations	عائلة 		পরিবার 		家庭		家庭		rodina 		familie 		familie		خانواده 		perhe 		famille		Familie		οικογένεια 		משפחה 		परिवार 		család 		keluarga 		famiglia		家族		kulawarga 		가족 		keluarga 		familie 		rodzina 		família		família		семья		familia		familj 		ครอบครัว 		aile		gia đình		10002802
1002950	Common Nouns	farm	n		http://en.wiktionary.org/wiki/farm#Translations	مزرعة 		খামার 		农场		農場		farma 		gård 		boerderij		مزرعه 		maatila 		ferme		Bauernhof		αγρόκτημα 		החווה 		खेत 		farm 		kebun 		fattoria		農場		kebun 		농장 		tanah pertanian 		farm 		gospodarstwo 		fazenda		fazenda		ферма		granja		gård 		ฟาร์ม 		çiftlik		nông trại		1000893
1002960	Common Nouns	father	n		http://en.wiktionary.org/wiki/father#Translations	الأب 		পিতা 		父亲		父親		otec 		far 		vader		پدر 		isä 		père		Vater		πατέρας 		אב 		पिता 		apa 		ayah 		padre		父		ayah 		아버지 		ayah 		far 		ojciec 		pai		pai		отец		padre		far 		พ่อ 		baba		bố		1000522
1002970	Common Nouns	feet	n		http://en.wiktionary.org/wiki/feet#Translations	قدم 		ফুট 		脚		腳		nohy 		fødder 		voeten		پا 		jalat 		pieds		Füße		πόδια 		רגליים 		पैर 		láb 		kaki 		piedi		足		kaki 		피트 		kaki 		føtter 		stopy 		pés		pés		ноги		pies		fot 		ฟุต 		ayaklar		chân		1001053
1002980	Common Nouns	food	n		http://en.wiktionary.org/wiki/food#Translations	غذاء 		খাদ্য 		食物		食物		jídlo 		mad 		voedsel		غذا 		ruoka 		nourriture		Lebensmittel		τροφή 		מזון 		भोजन 		élelmiszer 		makanan 		cibo		食べ物		makanan 		음식 		makanan 		mat 		żywność 		alimento		alimento		пища		alimento		mat 		อาหาร 		gıda		thức ăn		10001537
1002990	Common Nouns	foot	n		http://en.wiktionary.org/wiki/foot#Translations	قدم 		পা 		脚		脚		noha 		fod 		voet		پا 		jalka 		pied		Fuß		πόδι 		רגל 		पैर 		láb 		kaki 		piede		足		kaki 		발 		kaki 		foten 		stopa 		pé		pé		ступня		pie		fot 		เท้า 		ayak		bàn chân		1000544
1003000	Common Nouns	friend	n		http://en.wiktionary.org/wiki/friend#Translations	صديق 		বন্ধু 		朋友		朋友		přítel 		ven 		vriend		دوست 		ystävä 		ami		Freund		φίλος 		חבר 		मित्र 		barát 		teman 		amico		友人		teman 		친구 		teman 		venn 		przyjaciel 		amigo		amigo		друг		amigo		vän 		เพื่อน 		arkadaş		người bạn		10001569
1003010	Common Nouns	game	n		http://en.wiktionary.org/wiki/game#Translations	لعبة 		খেলা 		游戏		遊戲		hra 		spil 		spel		بازی 		peli 		jeu		Spiel		παιχνίδι 		משחק 		खेल 		játék 		permainan 		gioco		ゲーム		permainan 		경기 		permainan 		spill 		gra 		jogo		jogo		игра		juego		spel 		เกม 		oyun		trò chơi		10003271
1003020	Common Nouns	girl	n		http://en.wiktionary.org/wiki/girl#Translations	فتاة 		মেয়ে 		女孩		女孩		dívka 		pige 		meisje		دختر 		tyttö 		fille		Mädchen		κορίτσι 		ילדה 		लड़की 		lány 		gadis 		ragazza		女の子		gadis 		소녀 		gadis 		jente 		dziewczyna 		menina		menina		девочка		niña		flicka 		สาว 		kız		con gái		1000938
1003030	Common Nouns	group	n		http://en.wiktionary.org/wiki/group#Translations	مجموعة 		গ্রুপ 		组		组		skupina 		gruppe 		组		گروه 		ryhmä 		groupe		Gruppe		ομάδα 		קבוצה 		समूह 		csoport 		kelompok 		gruppo		グループ		kelompok 		그룹 		kelompok 		gruppe 		grupa 		grupo		grupo		группа		grupo		grupp 		กลุ่ม 		grupo		grupo		10002989
1003040	Common Nouns	hand	n		http://en.wiktionary.org/wiki/hand#Translations	يد 		হাত 		手		手		ruční 		hånd 		hand		دست 		käsi 		main		Hand		χέρι 		יד 		हाथ 		kéz 		tangan 		mano		手		tangan 		손 		tangan 		hand 		ręka 		mão		mão		кисть руки		mano		sidan 		มือ 		el		bàn tay		1000922
1003050	Common Nouns	home	n		http://en.wiktionary.org/wiki/home#Translations	منزل 		বাড়ি 		家		家		domácí 		hjem 		家		خانه 		koti 		maison		Zuhause		σπίτι 		בית 		घर 		otthon 		rumah 		casa		ホーム		rumah 		홈 		rumah 		hjem 		dom 		casa		casa		дома		hogar		hem 		บ้าน 		hogar		hogar		10003043
1003060	Common Nouns	horse	n		http://en.wiktionary.org/wiki/horse#Translations	حصان 		ঘোড়া 		马		馬		kůň 		hest 		paard		اسب 		hevonen 		cheval		Pferd		άλογο 		סוס 		घोड़ा 		ló 		kuda 		cavallo		馬		kuda 		말 		kuda 		hest 		koń 		cavalo		cavalo		лошадь		caballo		häst 		ม้า 		at		con ngựa		1000389
1003070	Common Nouns	hour	n		http://en.wiktionary.org/wiki/hour#Translations	ساعة 		ঘন্টা 		小时		小時		hodina 		time 		uur		ساعت 		tunti 		heure		Stunde		ώρα 		שעה 		घंटा 		óra 		jam 		ora		アワー		jam 		시간 		jam 		time 		godzina 		hora		hora		час		hora		timme 		ชั่วโมง 		saat		saat		10005113
1003080	Common Nouns	house	n		http://en.wiktionary.org/wiki/house#Translations	منزل 		ঘর 		家		家		dům 		hus 		huis		خانه 		talo 		maison		Haus		σπίτι 		בית 		घर 		ház 		rumah 		casa		家		rumah 		집 		rumah 		hus 		dom 		casa		casa		дом		casa		hus 		บ้าน 		ev		ngôi nhà		1000844
1003090	Common Nouns	idea	n		http://en.wiktionary.org/wiki/idea#Translations	فكرة 		ধারণা 		想法		想法		nápad 		idé 		想法		فکر 		ajatus 		idée		Idee		ιδέα 		רעיון 		विचार 		ötlet 		ide 		idea		アイデア		ide 		생각 		ide 		ideen 		pomysł 		idéia		idéia		идея		idea		idé 		ความคิด 		idea		idea		10003083
1003100	Common Nouns	issue	n		http://en.wiktionary.org/wiki/issue#Translations	قضية 		সমস্যা 		问题		问题		problém 		emne 		问题		موضوع 		kysymys 		question		Ausgabe		έκδοση 		נושא 		समस्या 		kérdés 		isu 		problema		問題		isu 		문제 		isu 		problemet 		problem 		questão		questão		вопрос		asunto		fråga 		ปัญหา 		asunto		asunto		10001695
1003110	Common Nouns	king	n		http://en.wiktionary.org/wiki/king#Translations	ملك 		রাজা 		国王		國王		král 		konge 		koning		پادشاه 		kuningas 		roi		König		βασιλιάς 		מלך 		राजा 		király 		raja 		re		王様		raja 		왕 		raja 		konge 		król 		rei		rei		король		rey		kung 		พระมหากษัตริย์ 		kral		vua		10004243
1003120	Common Nouns	land	n		http://en.wiktionary.org/wiki/land#Translations	أرض 		জমি 		投标		投标		země 		jord 		投标		زمین 		maa 		terre		Land		γη 		ארץ 		भूमि 		föld 		tanah 		gara		入札		tanah 		땅 		tanah 		land 		ziemia 		tenro		tenro		тендер		tierra		mark 		ที่ดิน 		tierra		tierra		10004579
1003130	Common Nouns	law	n		http://en.wiktionary.org/wiki/law#Translations	القانون 		আইন 		法		法		zákon 		lov 		wet		قانون 		laki 		loi		Gesetz		νόμος 		החוק 		कानून 		törvény 		hukum 		legge		法律		hukum 		법 		undang-undang 		loven 		prawo 		lei		lei		закон		ley		lag 		กฎหมาย 		hukuk		pháp luật		10003339
1003140	Common Nouns	life	n		http://en.wiktionary.org/wiki/life#Translations	حياة 		জীবন 		生活		生活		život 		liv 		leven		زندگی 		elämä 		vie		Leben		ζωή 		חיים 		जीवन 		élet 		hidup 		vita		人生		kehidupan 		생활 		kehidupan 		livet 		życie 		vida		vida		жизнь		vida		liv 		ชีวิต 		hayat		cuộc sống		1001391
1003150	Common Nouns	line	n		http://en.wiktionary.org/wiki/line#Translations	خط 		লাইন 		线		綫		linka 		linje 		linie		خط 		viiva 		ligne		Linie		γραμμή 		קו 		रेखा 		vonal 		baris 		linea		線		garis 		라인 		baris 		linje 		linia 		linha		linha		линия		línea		linje 		สาย 		hat		đường thẳng		10005062
1003160	Common Nouns	man	n		http://en.wiktionary.org/wiki/man#Translations	رجل 		মানুষ 		男人		男人		muž 		mand 		man		مرد 		mies 		homme		Mann		άνθρωπος 		גבר 		आदमी 		ember 		pria 		uomo		男 		pria 		사람 		manusia 		mann 		człowiek 		homem		homem		мужчина		hombre		människa 		คน 		adam		đàn ông		1000468
1003170	Common Nouns	member	n		http://en.wiktionary.org/wiki/member#Translations	عضو 		সদস্য 		成员		成员		člen 		medlem 		成员		عضو 		jäsen 		membre		Mitglied		μέλος 		חבר 		सदस्य 		tag 		anggota 		membro		メンバー		anggota 		회원 		anggota 		medlem 		członek 		membro		membro		член		miembro		medlem 		สมาชิก 		miembro		miembro		10003532
1003180	Common Nouns	minute	n		http://en.wiktionary.org/wiki/minute#Translations	دقيقة 		মিনিট 		分钟		分鐘		minuta 		minut 		minuut		دقیقه 		minuutti 		minute		Minute		λεπτό 		דקות 		मिनट 		perc 		menit 		minuto		分		menit 		분 		menit 		minutt 		minuta 		minuto		minuto		минута		minuto		minut 		นาที 		dakika		phút		10003550
1003190	Common Nouns	month	n		http://en.wiktionary.org/wiki/month#Translations	شهر 		মাস 		月		月		měsíc 		måned 		maand		ماه 		kuukausi 		mois		Monat		μήνας 		חודש 		माह 		hónap 		bulan 		mese		月		bulan 		월 		bulan 		måned 		miesiąc 		mês		mês		месяц		mes		månad 		เดือน 		ay		tháng		10003521
1003200	Common Nouns	mother	n		http://en.wiktionary.org/wiki/mother#Translations	أم 		মা 		母亲		母親		matka 		mor 		moeder		مادر 		äiti 		mère		Mutter		μητέρα 		אמא 		मां 		anya 		ibu 		madre		母		ibu 		어머니 		ibu 		mor 		matka 		mãe		mãe		мать		madre		mor 		แม่ 		anne		mẹ		1000918
1003210	Common Nouns	mountain	n		http://en.wiktionary.org/wiki/mountain#Translations	جبل 		পর্বত 		山		山		hora 		bjerg 		berg		کوه 		vuori 		montagne		Berg		βουνό 		הר 		पहाड़ 		hegy 		gunung 		montagna		山		gunung 		산 		gunung 		fjellet 		góra 		montanha		montanha		гора		montaña		berg 		ภูเขา 		dağ		ngọn núi		10003582
1003220	Common Nouns	music	n		http://en.wiktionary.org/wiki/music#Translations	موسيقى 		সঙ্গীত 		音乐		音樂		hudba 		musik 		muziek		موسیقی 		musiikki 		musique		Musik		μουσική 		מוסיקה 		संगीत 		zene 		musik 		musica		音楽		musik 		음악 		musik 		musikk 		muzyka 		música		música		музыка		música		musik 		เพลง 		müzik		âm nhạc		10003615
1003230	Common Nouns	name	n		http://en.wiktionary.org/wiki/name#Translations	اسم 		নাম 		名称		名称		název 		navn 		名称		نام 		nimi 		nom		Name		όνομα 		שם 		नाम 		név 		nama 		nome		名前		nama 		이름 		nama 		navn 		nazwa 		nome		nome		имя		nombre		namn 		ชื่อ 		nombre		nombre		10003664
1003240	Common Nouns	north	n		http://en.wiktionary.org/wiki/north#Translations	شمال 		উত্তর 		北		北		sever 		nord 		noorden		شمال 		pohjoiseen 		nord		Norden		βόρειος 		צפון 		उत्तर 		északi 		utara 		nord		北		utara 		북 		utara 		nord 		północ 		norte		norte		север		Norte		norr 		เหนือ 		kuzey		hướng Bắc		10003671
1003250	Common Nouns	number	n		http://en.wiktionary.org/wiki/number#Translations	عدد 		সংখ্যা 		数		數		číslo 		nummer 		nummer		شماره 		numero 		nombre		Nummer		αριθμός 		מספר 		संख्या 		szám 		jumlah 		numero		数		jumlah 		수 		jumlah 		nummer 		liczba 		número		número		номер		número		nummer 		จำนวน 		numara		số		10003690
1003260	Common Nouns	order	n		http://en.wiktionary.org/wiki/order#Translations	ترتيب 		ক্রম 		秩序		秩序		objednávka 		bestilling 		秩序		سفارش 		järjestys 		ordre		bestellen		παραγγελία 		כדי 		क्रम 		rendelés 		pesanan 		ordine		オーダー		urutan 		순서 		urutan 		rekkefølge 		zamówienie 		ordem		ordem		заказ		orden		beställa 		คำสั่งซื้อ 		orden		orden		10003751
1003270	Common Nouns	page	n		http://en.wiktionary.org/wiki/page#Translations	صفحة 		পৃষ্ঠা 		页		頁		strana 		side 		pagina		صفحه 		sivu 		page		Seite		σελίδα 		דף 		पेज 		oldal 		halaman 		pagina		ページ		kaca 		페이지 		halaman 		side 		strona 		página		página		страница		página		sida 		หน้า 		sayfa		trang		10003782
1003280	Common Nouns	paper	n		http://en.wiktionary.org/wiki/paper#Translations	ورق 		কাগজ 		纸		紙		papír 		papir 		papier		مقاله 		paperi 		papier		Papier		χαρτί 		נייר 		कागज़ 		papír 		kertas 		carta		紙		kertas 		종이 		kertas 		papir 		papier 		papel		papel		бумага		papel		papper 		กระดาษ 		kâğıt		giấy		10003802
1003290	Common Nouns	pen	n		http://en.wiktionary.org/wiki/pen#Translations	قلم 		কলম 		铅子笔		鉛子筆		pero 		pen 		pen		قلم 		kynä 		enclos		Kugelschreiber		στυλό 		עט 		लेखनी 		toll 		pena 		recinto		ペン		pena 		펜 		pena 		penn 		pióro 		curral		curral		ручка		corral		penna 		ปากกา 		tükenmez kalem		bút mực		10004975
1003300	Common Nouns	person	n		http://en.wiktionary.org/wiki/person#Translations	شخص 		ব্যক্তি 		人		人		osoba 		person 		persoon		شخص 		henkilö 		personne		Person		πρόσωπο 		אדם 		व्यक्ति 		személy 		orang 		persona		者		orang 		사람 		orang 		person 		osoba 		pessoa		pessoa		человек		persona		person 		บุคคล 		kişi		người		1000951
1003310	Common Nouns	picture	n		http://en.wiktionary.org/wiki/picture#Translations	صورة 		ছবি 		图片		圖片		obrázek 		billede 		afbeelding		تصویر 		kuva 		image		Bild		εικόνα 		תמונה 		चित्र 		kép 		gambar 		dipinto		写真		gambar 		그림 		gambar 		bilde 		obraz 		quadro		quadro		картинка		cuadro		bild 		ภาพ 		resim		hình ảnh		10002315
1003320	Common Nouns	place	n		http://en.wiktionary.org/wiki/place#Translations	مكان 		স্থান 		地方		地方		místo 		sted 		地方		محل 		paikka 		lieu		Ort		θέση 		מקום 		जगह 		hely 		tempat 		posto		場所		tempat 		장소 		tempat 		sted 		miejsce 		lugar		lugar		место		lugar		plats 		สถานที่ 		lugar		lugar		10003389
1003330	Common Nouns	plant	n		http://en.wiktionary.org/wiki/plant#Translations	مصنع 		উদ্ভিদ 		植物		植物		rostlina 		plante 		plant		کارخانه 		kasvi 		plante		Pflanze		φυτό 		מפעל 		पौधा 		növény 		tanaman 		pianta		植物		pabrik 		공장 		tanaman 		anlegg 		roślina 		planta		planta		растение		planta		växt 		พืช 		bitki		cây		10004980
1003340	Common Nouns	power	n		http://en.wiktionary.org/wiki/power#Translations	قوة 		শক্তি 		姿态		姿态		síla 		magt 		姿态		قدرت 		voima 		puissance		Macht		εξουσία 		כוח 		शक्ति 		teljesítmény 		kekuasaan 		posizione		スタンス		daya 		힘 		kuasa 		makt 		moc 		postura		postura		позиция		potencia		ström 		อำนาจ 		potencia		potencia		10003985
1003350	Common Nouns	president	n		http://en.wiktionary.org/wiki/president#Translations	رئيس 		সভাপতি 		董事长		董事长		prezident 		præsident 		董事长		رئيس جمهور 		puheenjohtaja 		président		Präsident		πρόεδρος 		נשיא 		अध्यक्ष 		elnök 		presiden 		presidentessa		会長		presiden 		대통령 		presiden 		president 		prezydent 		presidenta		presidenta		председательница		presidente		president 		ประธาน 		presidente		presidente		10004013
1003360	Common Nouns	problem	n		http://en.wiktionary.org/wiki/problem#Translations	مشكلة 		সমস্যা 		问题		問題		problém 		problem 		probleem		مشکل 		ongelma 		problème		Problem		πρόβλημα 		בעיה 		समस्या 		probléma 		masalah 		problema		問題		masalah 		문제 		masalah 		problem 		problem 		problema		problema		проблема		problema		problem 		ปัญหา 		sorun		vấn đề		1000551
1003370	Common Nouns	product	n		http://en.wiktionary.org/wiki/product#Translations	نتاج 		পণ্য 		生产		生产		produkt 		produkt 		生产		محصول 		tuote 		produit		Produkt		προϊόν 		מוצר 		उत्पाद 		termék 		produk 		produzione		生産		produk 		생성물 		produk 		produktet 		produkt 		produção		produção		производство		producto		produkt 		ผลิตภัณฑ์ 		producto		producto		10004044
1003380	Common Nouns	river	n		http://en.wiktionary.org/wiki/river#Translations	نهر 		নদী 		河		河		řeka 		flod 		rivier		رودخانه 		joki 		fleuve		Fluss		ποτάμι 		נהר 		नदी 		folyó 		sungai 		fiume		川		sungai 		강 		sungai 		elv 		rzeka 		rio		rio		река		río		flod 		แม่น้ำ 		nehir		dòng sông		10004999
1003390	Common Nouns	science	n		http://en.wiktionary.org/wiki/science#Translations	علم 		বিজ্ঞান 		科学		科學		věda 		videnskab 		wetenschap		علم 		tiede 		science		Wissenschaft		επιστήμη 		מדע 		विज्ञान 		tudomány 		ilmu 		scienza		科学		ilmu 		과학 		ilmu 		vitenskap 		nauka 		ciência		ciência		наука		ciencia		vetenskap 		วิทยาศาสตร์ 		bilim		khoa học		10002061
1003400	Common Nouns	sea	n		http://en.wiktionary.org/wiki/sea#Translations	بحر 		সমুদ্র 		海		海		moře 		hav 		zee		دریا 		meri 		mer		Meer		θάλασσα 		ים 		समुद्र 		tenger 		laut 		mare		海		laut 		바다 		laut 		sea 		morze 		mar		mar		море		mar		hav 		ทะเล 		deniz		biển		10003440
1003410	Common Nouns	service	n		http://en.wiktionary.org/wiki/service#Translations	خدمة 		সেবা 		蛇		蛇		služba 		service 		蛇		سرویس 		palvelu 		service		Service		υπηρεσία 		שירות 		सेवा 		szolgáltatás 		layanan 		serpente		ヘビ		layanan 		서비스 		layanan 		tjenesten 		serwis 		serpente		serpente		змея		servicio		tjänst 		บริการ 		servicio		servicio		10004379
1003420	Common Nouns	ship	n		http://en.wiktionary.org/wiki/ship#Translations	سفينة 		জাহাজ 		船		船		loď 		skib 		boot		کشتی 		laiva 		canot		Boot		πλοίο 		ספינה 		जहाज़ 		hajó 		kapal 		barca		船舶		kapal 		배 		kapal 		skip 		statek 		bote		bote		судно; корабль		bote		skepp 		เรือ 		tekne		ca nô		10001783
1003430	Common Nouns	side	n		http://en.wiktionary.org/wiki/side#Translations	جانب 		পাশ 		侧		侧		strana 		side 		侧		سمت 		puoli 		côté		Seite		πλευρά 		צד 		पक्ष 		oldal 		sisi 		lato		側		sisi 		측면 		sisi 		side 		strona 		lado		lado		сторона		lado		sida 		ด้าน 		lado		lado		10003297
1003440	Common Nouns	sister	n		http://en.wiktionary.org/wiki/sister#Translations	شقيقة 		বোন 		姐姐/妹妹		姐姐/妹妹		sestra 		søster 		zus		خواهر 		sisko 		sœur		Schwester		αδελφή 		אחות 		बहन 		lánytestvér 		saudara 		sorella		姉妹		teteh 		자매의 		saudara perempuan 		søster 		siostra 		irmã		irmã		сестра		hermana		syster 		น้องสาว 		kız kardeş		em gái		1000897
1003450	Common Nouns	song	n		http://en.wiktionary.org/wiki/song#Translations	أغنية 		গান 		歌曲		歌曲		píseň 		sang 		lied		ترانه 		laulu 		chanson		Song		τραγούδι 		שיר 		गीत 		dal 		lagu 		canzone		歌		lagu 		노래 		lagu 		sangen 		piosenka 		canção		canção		песня		canción		sång 		เพลง 		şarkı		bài hát		10001944
1003460	Common Nouns	sound	n		http://en.wiktionary.org/wiki/sound#Translations	صوت 		শব্দ 		声音		聲音		zvuk 		lyd 		klank		صدا 		ääni 		son		Klang		ήχος 		נשמע 		ध्वनि 		hang 		suara 		suono		サウンド		suara 		소리 		suara 		høres 		brzmieć 		som		som		звук		sonido		sund 		เสียง 		ses		音		10004442
1003470	Common Nouns	space	n		http://en.wiktionary.org/wiki/space#Translations	الفضاء 		স্থান 		空间		空间		místo 		space 		空间		فضا 		tila 		espace		Raum		χώρος 		חלל 		अंतरिक्ष 		hely 		ruang 		spazio		宇宙		ruang 		공간 		ruang 		plass 		miejsce 		espaço		espaço		пространство		espacio		plats 		ช่องว่าง 		espacio		espacio		10002672
1003480	Common Nouns	state	n		http://en.wiktionary.org/wiki/state#Translations	دولة 		রাষ্ট্র 		州		州		stát 		stat 		staat		دولت 		tila 				Staat		κατάσταση 		מדינה 		राज्य 		állami 		negara 		Stato		州		negara 		상태 		negara 		stat 		stan 		州		州		штат		estado		tillstånd 		รัฐ 		eyalet		tiểu bang		10005457
1003490	Common Nouns	story	n		http://en.wiktionary.org/wiki/story#Translations	قصة 		গল্প 		故事		故事		příběh 		historie 		verhaal		داستان 		tarina 		histoire		Geschichte		ιστορία 		סיפור 		कहानी 		történet 		cerita 		storia		ストーリー		cerita 		이야기 		cerita 		historien 		historia 		conto		conto		история		cuento		berättelse 		เรื่องราว 		hikaye		quyển chuyện		10002332
1003500	Common Nouns	student	n		http://en.wiktionary.org/wiki/student#Translations	طالب 		ছাত্র 		学生		學生		student 		studerende 		student		دانشجو 		opiskelija 		étudiant		Schüler		φοιτητής 		סטודנט 		छात्र 		diák 		mahasiswa 		studente		学生		mahasiswa 		학생 		mahasiswa 		student 		student 		estudante		estudante		студент		estudiante		student 		นักเรียน 		öğrenci		sinh viên		10002719
1003510	Common Nouns	sun	n		http://en.wiktionary.org/wiki/sun#Translations	شمس 		সূর্য 		太阳		太陽		slunce 		sol 		zon		خورشید 		aurinko 		soleil		Sonne		ήλιος 		שמש 		सूरज 		nap 		matahari 		sole		太陽		matahari 		해 		matahari 		sol 		słońce 		sol		sol		солнце		sol		sol 		ดวงอาทิตย์ 		güneş		mặt trời		1000574
1003520	Common Nouns	system	n		http://en.wiktionary.org/wiki/system#Translations	نظام 		পদ্ধতি 		系统		系統		systém 		systemet 		systeem		سیستم 		järjestelmä 		système		System		σύστημα 		מערכת 		प्रणाली 		rendszer 		sistem 		sistema		システム		sistem 		체계 		sistem 		system 		system 		sistema		sistema		система		sistema		systemet 		ระบบ 		sistem		hệ thống		1000569
1003530	Common Nouns	team	n		http://en.wiktionary.org/wiki/team#Translations	فريق 		টীম 		团队		團隊		tým 		hold 		team		تیم 		joukkue 		équipe		Team		ομάδα 		צוות 		टीम 		csapat 		tim 		squadra		チーム		tim 		팀 		tim 		lag 		zespół 		time		time		команда		equipo		lag 		ทีม 		takım		đội		10002641
1003540	Common Nouns	time	n		http://en.wiktionary.org/wiki/time#Translations	مرة 		সময় 		时间		时间		čas 		tid 		时间		زمان 		aika 		temps		Zeit		ώρα 		זמן 		समय 		idő 		waktu 		tempo		時間		waktu 		시간 		waktu 		tid 		czas 		tempo		tempo		время		momento		tid 		เวลา 		momento		momento		10003575
1003550	Common Nouns	tree	n		http://en.wiktionary.org/wiki/tree#Translations	شجرة 		গাছ 		树		樹		strom 		træ 		boom		درخت 		puu 		arbre		Baum		δέντρο 		עץ 		पेड़ 		fa 		pohon 		albero		木		pohon 		나무 		pohon 		treet 		drzewo 		árvore		árvore		дерево		árbol		träd 		ต้นไม้ 		ağaç		cây		1000370
1003560	Common Nouns	water	n		http://en.wiktionary.org/wiki/water#Translations	ماء 		পানি 		水		水		voda 		vand 		water		اب 		vesi 		eau		Wasser		νερό 		מים 		पानी 		víz 		air 		acqua		水		air 		물 		air 		vann 		woda 		água		água		вода		agua		vatten 		น้ำ 		su		nước		10001493
1003570	Common Nouns	way	n		http://en.wiktionary.org/wiki/way#Translations	طريق 		উপায় 		方法		方法		cesta 		vej 		方法		راه 		tapa 		façon		Weg		τρόπος 		דרך 		रास्ता 		út 		cara 		modo		道		cara 		방법 		cara 		måte 		sposób 		maneira		maneira		путь		manera		sätt 		ทาง 		manera		manera		10003427
1003580	Common Nouns	week	n		http://en.wiktionary.org/wiki/week#Translations	أسبوع 		সপ্তাহ 		周		週		týden 		uge 		week		هفته 		viikko 		semaine		Woche		εβδομάδα 		שבוע 		सप्ताह 		hét 		minggu 		settimana		週		minggu 		주 		minggu 		uke 		tydzień 		semana		semana		неделя		semana		vecka 		สัปดาห์ 		hafta		tuần		10004346
1003590	Common Nouns	wind	n		http://en.wiktionary.org/wiki/wind#Translations	رياح 		বায়ু 		风		風		vítr 		vind 		wind		باد 		tuuli 		vent		Wind		άνεμος 		רוח 		हवा 		szél 		angin 		vento		風		angin 		바람 		angin 		vind 		wiatr 		vento		vento		ветер		viento		vind 		ลม 		rüzgâr		gió		1000607
1003600	Common Nouns	woman	n		http://en.wiktionary.org/wiki/woman#Translations	امرأة 		নারী 		女人		女人		žena 		kvinde 		vrouw		زن 		nainen 		femme		Frau		γυναίκα 		אישה 		महिला 		nő 		wanita 		donna		女性		wanita 		여성 		wanita 		kvinne 		kobieta 		mulher		mulher		женщина		mujer		kvinna 		หญิง 		kadın		phụ nữ		1000932
1003610	Common Nouns	wood	n		http://en.wiktionary.org/wiki/wood#Translations	خشب 		কাঠ 		木		木		dřevo 		træ 		hout		چوب 		puu 		bois		Holz		ξύλο 		עץ 		लकड़ी 		erdő 		kayu 		legno		木材		kayu 		나무 		kayu 		tre 		drewno 		madeira		madeira		дерево		madera		trä 		เนื้อไม้ 		ahşap		gỗ		10003397
1003620	Common Nouns	word	n		http://en.wiktionary.org/wiki/word#Translations	كلمة 		শব্দ 		字		字		slovo 		ord 		字		کلمه 		sana 		mot		Wort		λέξη 		מילה 		शब्द 		szó 		kata 		parola		ワード		kecap 		워드 		kata 		ord 		słowo 		palavra		palavra		слово		palabra		ord 		คำ 		palabra		palabra		10003788
1003630	Common Nouns	world	n		http://en.wiktionary.org/wiki/world#Translations	عالم 		বিশ্ব 		世界		世界		svět 		verden 		wereld		جهان 		maailma 		monde		Welt		κόσμος 		עולם 		दुनिया 		világ 		dunia 		mondo		世界		dunya 		세계 		dunia 		verden 		świat 		mundo		mundo		мир		mundo		värld 		โลก 		dünya 		thế giới		1000507
1003640	Common Nouns	year	n		http://en.wiktionary.org/wiki/year#Translations	عام 		বছর 		年		年		rok 		år 		jaar		سال 		vuosi 		année		Jahr		έτος 		שנה 		वर्ष 		év 		tahun 		anno		年		taun 		년 		tahun 		år 		rok 		ano		ano		год		año		år 		ปี 		yıl		năm		1000101
1003650	Common Nouns	area	n		http://en.wiktionary.org/wiki/area#Translations	منطقة 		ক্ষেত্র 		拖鞋				oblast 		område 				منطقه 		alue 		zone		Bereich		έκταση 		אזור 		क्षेत्र 		terület 		daerah 		pantofola		スリッパ		wewengkon 		지역 		daerah 		område 		obszar 		chinelo		chinelo		тапочка		zona		område 		พื้นที่ 						10004819
1003660	Common Nouns	company	n		http://en.wiktionary.org/wiki/company#Translations	شركة 		কোম্পানি 		公司		公司		firma 		selskab 		bedrijf		شرکت 		yhtiö 		entreprise		Firma		εταιρεία 		חברה 		कंपनी 		vállalat 		perusahaan 		impresa		会社		perusahaan 		회사 		perusahaan 		selskap 		spółka 		empresa		empresa		компания		empresa		företaget 		บริษัท 		şirket				10002599
